# AlloCiné ID,IMDb ID,BetaSeries ID,SensCritique ID
25858,tt11285548,bloodlands-2021,Bloodlands/40625118
25859,tt9336906,bad-mothers,Bad_Mothers/38830312
25860,tt9114976,le-monstre,Le_Monstre/39265387
25863,tt13623580,reservation-dogs,Reservation_Dogs/43766075
25895,tt11083696,cruel-summer,Cruel_Summer/41169257
25896,tt13099990,disparition-inquietante,Disparition_inquietante/38978155
25899,tt8765292,helvetica,Helvetica/40627709
25909,tt11307176,the-confession-killer,Parole_de_tueur/40868746
25924,tt11694186,domina,Domina/41171590
25951,tt7514746,ultraviolet-2017,Ultraviolet/28536873
25964,tt11116204,united-states-of-al,United_States_Of_Al/43456835
25976,tt13354188,dom-2021,Dom/44876373
25985,tt7875794,wisting,Wisting/39586745
25993,tt10556338,the-pursuit-of-love,The_Pursuit_Of_Love/42690380
26001,tt12060298,grand-hotel-fr,Grand_Hotel/40942838
26006,tt12404772,la-promesse,La_Promesse/41158666
26008,tt6623682,rebecka-martinsson,Rebecka_Martinsson/25229950
26034,tt14271432,gloria-2020,Gloria/44138924
26036,tt11434862,jusqua-laube,Jusqu_a_l_aube/41113342
26040,tt9610166,housebroken,Housebroken/41470188
26042,tt11639414,the-midnight-gospel,The_Midnight_Gospel/40981087
26049,tt13392064,ici-tout-commence,Ici_tout_commence/43379623
26050,tt11503082,killer-seven,Scissor_Seven_2/42136401
26061,tt5766086,thieves-of-the-wood,Bandits_des_bois/41054073
26068,tt11709206,el-internado-las-cumbres,L_Internat_Las_Cumbres/43815800
26070,tt9704798,flesh-and-blood-2020,Flesh_And_Blood/39707162
26075,tt10540562,the-healing-powers-of-dude,Un_ami_aux_petits_soins/39719830
26079,tt2177268,clarice,Clarice/42125656
26080,tt11639952,young-rock,Young_Rock/41122137
26083,tt11640020,debris,Debris/42515115
26086,tt13511622,un-homme-dhonneur,Un_homme_d_honneur/42574050
26088,tt11617848,50m2,50_m/43809538
26099,tt11640018,la-brea,La_Brea/43808363
26101,tt13039896,plan-b-fr,Plan_B/44747705
26107,tt10394844,soulmates-2020,Soulmates/41163875
26112,tt11650492,girls5eva,Girls5eva/42770756
26114,tt10982034,trying,Trying/41724927
26121,tt11120674,desenfrenadas,Les_envolees/41500439
26131,tt10193046,utopia-falls,Utopia_Falls/41228062
26132,tt9642982,belgravia,Belgravia/39664510
26146,tt11839500,b-positive,B_Positive/42125657
26148,tt11058114,call-your-mother,Call_Your_Mother/42218546
26156,tt12083014,zero-chill,Jamais_froid_aux_yeux/42202448
26159,tt8741648,the-letter-for-the-king,L_Ecuyer_du_roi/38680859
26172,tt10199718,russian-affairs,Russian_Affairs/41298880
26173,tt11828492,physical,Physical/43668278
26180,tt13505008,cesar-wagner,Cesar_Wagner/43640861
26182,tt11717394,country-comfort,La_Country_sitter/41252409
26183,tt14252964,disparu-a-jamais,Disparu_a_jamais/42580329
26197,tt11794642,the-big-sky,Big_Sky/41252410
26207,tt11343708,pivoting,Pivoting/44832814
26219,tt11761176,power-book-iii-raising-kanan,Power_Book_III_Raising_Kanan/41292371
26227,tt11055882,good-sam,Good_Sam/44847957
26228,tt9724628,get-even,Les_Justicieres/42638491
26231,tt0119991,rebecca,Rebecca/42687330
26232,tt11266702,almost-paradise,Almost_Paradise/39069681
26245,tt12031040,japan-sinking,Japan_Sinks_2020/40439633
26248,tt10098620,feel-good,Feel_Good/41368774
26251,tt8396314,exterminate-all-the-brutes,Exterminate_All_the_Brutes/44606453
26252,tt11766306,attaway-general,Attaway_General/42644773
26256,tt11822998,the-trials-of-gabriel-fernandez,L_Affaire_Gabriel_Fernandez/41419807
26271,tt13648386,les-aventures-du-jeune-voltaire,Les_Aventures_du_jeune_Voltaire/43554863
26285,tt9348700,atlantic-crossing,Atlantic_Crossing/39034478
26287,tt12398140,losing-alice,Losing_Alice/42267578
26290,tt8304676,the-grave-2019,The_Grave/40531206
26304,tt9331982,the-imagineering-story,Il_etait_une_fois_les_Imagineers_les_visionnaires_de_Disney/40487687
26309,tt9100822,valhalla-murders,Les_Meurtres_de_Valhalla/41194858
26310,tt11823076,tiger-king,Au_royaume_des_fauves/41621906
26314,tt7785420,women-of-the-night,Women_of_The_Night/35990367
26317,tt11769304,hospital-playlist,Hospital_Playlist/41377108
26336,tt11961378,fatma,L_Ombre_de_Fatma/44658420
26346,tt9412454,bitter-daisies,Le_gout_des_marguerites/39052319
26347,tt11945774,wahl-street,Wahl_Street/41534879
26351,tt11497904,pandemic-how-to-prevent-an-outbreak,Pandemie/41194922
26361,tt8855592,rojst,The_Mire/35831231
26372,tt10293938,outer-banks,Outer_Banks/39564866
26376,tt9184592,the-unlisted,Les_Anonymes/40530406
26379,tt5744802,les-kassos,Les_Kassos/10648590
26391,tt11418344,drifting-dragons,Drifting_Dragons/39753228
26398,tt1051155,theuniverse,Les_Mysteres_de_l_Univers/429811
26406,tt11398870,kalifat,Kalifat/41058270
26408,tt10973800,equinox-2020,Equinox/40976237
26409,tt10850932,crash-landing-on-you,Crash_Landing_on_You/40269953
26419,tt9849186,intergalactic,Intergalactic/38958437
26420,tt12677870,law-order-organized-crime,Law_Order_Organized_Crime/41731849
26439,tt12208226,black-mafia-family,Black_Mafia_Family/41784376
26444,tt10549212,il-processo,Il_Processo/40344536
26451,tt11909220,frank-of-ireland,Frank_of_Ireland/41432068
26457,tt10937602,ahiru-no-sora,Dream_Team/31133459
26460,tt9024590,nurses-2020,Nurses/41093939
26491,tt11937662,control-z,Control_Z/42211488
26493,tt7683762,rig-45,Rig_45/32281355
26496,tt9318602,heder,Heder/39263480
26509,tt8290362,the-head-2020,The_Head/41266076
26521,tt12189308,chichipatos,La_Grande_Illusion_de_Juanquini/42159909
26528,tt12313074,social-distance,Social_Distance/42015155
26571,tt11239552,itaewon-class,Itaewon_Class/41052651
26581,tt12306692,american-horror-stories,American_Horror_Stories/42127481
26586,tt1910645,the-woods-2020,Dans_les_bois/42394233
26592,tt12312250,jeffrey-epstein-filthy-rich,Jeffrey_Epstein_Pouvoir_argent_et_perversion/42255999
26595,tt10936342,transplant,Transplante/41418594
26601,tt10413648,dead-still,Dead_Still/42227939
26626,tt11147852,dorohedoro,Dorohedoro/38212479
26637,tt9747016,mentends-tu,M_entends_tu/36281697
26644,tt12372034,zenimation,Zenimation/42254598
26651,tt10661302,we-hunt-together,We_Hunt_Together/42701732
26677,tt8347410,heirs-of-the-night,Heirs_of_the_Night/40563965
26679,tt12343534,jujutsu-kaisen,Jujutsu_Kaisen/40715094
26680,tt10332322,lego-city-adventures,LEGO_City_Adventures/39709228
26706,tt9111220,hudson-rex,Hudson_Rex/37828660
26723,tt11388348,cest-comme-ca-que-je-taime,C_est_comme_ca_que_je_t_aime/40606424
26730,tt10613844,strangers-from-hell,Strangers_from_Hell/39739718
26733,tt11769798,rugal,Rugal/41283121
26734,tt7923816,the-great-seducer,Tempted/29537132
26742,tt2140663,when-the-street-lights-go-on,When_The_Streetlights_Go_On/24958545
26747,tt12313046,alan-bennetts-talking-heads,Talking_Heads/42474817
26761,tt7554866,men-in-kilts,Men_in_Kilts_A_Roadtrip_With_Sam_and_Graham/42389663
26773,tt12692954,craignos,Craignos/38819759
26774,tt12694468,craignos,Carrement_craignos/44513627
26808,tt12540080,oscuro-deseo,Sombre_desir/42738357
26828,tt12624844,el-robo-del-siglo,Le_grand_braquage/42787341
26875,tt12574336,homemade-2020,Homemade/42536306
26885,tt9138156,la-jauria,La_Jauria/42662980
26906,tt10619486,zero,Zero/42498103
26941,tt9741652,il-silenzio-dellacqua,Le_Silence_de_l_eau/39360986
26956,tt13830544,la-faute-a-rousseau,La_Faute_a_Rousseau/43820442
26957,tt12708542,star-wars-the-bad-batch,Star_Wars_The_Bad_Batch/42604196
26958,tt12588372,fear-city-new-york-vs-the-mafia,Fear_City_New_York_contre_la_mafia/42656933
26983,tt13207256,narvalo,Narvalo/42976584
26989,tt10183988,julie-and-the-phantoms-us,Julie_and_the_Phantoms/39098712
27010,tt11680468,great-pretender,Great_Pretender/42278819
27035,tt12785720,the-witcher-blood-origin,The_Witcher_Blood_Origin/42687304
27060,tt6477270,zero-kara-hajimeru-mahou-no-sho,Grimoire_of_Zero/24270696
27106,tt12824750,secrets-of-the-whales,Les_Secrets_des_baleines/44324770
27127,tt12851524,only-murders-in-the-building,Only_Murders_in_the_Building/42748275
27142,tt14023000,lecole-de-la-vie,L_ecole_de_la_vie/44606321
27159,tt9310390,the-duchess,Duchesse/42812728
27170,tt12824922,long-way-up,Long_Way_Up/43009343
27188,tt11656892,des,Des/41289158
27196,tt12831098,moriarty-the-patriot,Moriarty_the_Patriot/42543128
27198,tt5839706,91-days,91_Days/21291105
27203,tt9062784,the-beast-must-die,The_Beast_Must_Die/42861002
27216,tt6300100,my-secret-romance,My_Secret_Romance/25007971
27229,tt13018090,dad-stop-embarrassing-me,Arrete_Papa_tu_me_fais_honte/42912888
27231,tt10590066,all-creatures-great-and-small-2020,All_Creatures_Great_And_Small/42836943
27233,tt10577736,tehran,Teheran/42570162
27238,tt12930534,challenger-the-final-fight,Le_dernier_vol_de_la_navette_Challenger/43038361
27250,tt13024344,parot,Parot/44489882
27279,tt11876490,doc-nelle-tue-mani,Doc/43803585
27288,tt8594164,moonbase-8,Moonbase_8/42829756
27321,tt13920452,neuf-meufs,Neuf_meufs/43817924
27326,tt11860336,mighty-express,Mighty_Express/43318045
27331,tt10642480,the-sister,The_Sister/43287911
27335,tt8001136,black-narcissus,Black_Narcissus/40394644
27349,tt13146488,peacemaker-2021,Peacemaker/43078866
27359,tt7865090,darling-in-the-franxx,Darling_in_the_Fran_XX/28549350
27365,tt13173456,resident-evil-infinite-darkness,Resident_Evil_Infinite_Darkness/43116217
27388,tt11187454,trickster-2020,Trickster/43219416
27411,tt13207736,monster-the-jeffrey-dahmer-story,Monster_The_Jeffrey_Dahmer_Story/43145801
27412,tt13259878,whitstable-pearl,Whitstable_Pearl/44863495
27414,tt14315926,le-remplacant,Le_Remplacant/44512560
27439,tt10795658,alice-in-borderland-2020,Alice_in_Borderland/43182155
27445,tt14180156,luther-fr,Luther/44782794
27448,tt13266618,flatbush-misdemeanors,Flatbush_Misdemeanors/43211651
27465,tt11212276,the-sex-lives-of-college-girls,The_Sex_Lives_Of_College_Girls/40574138
27527,tt13352232,sky-high-survival,Sky_High_Survival/43324770
27543,tt13317376,the-devil-punisher,The_Devil_Punisher/43294423
27544,tt13363298,trial-4,Le_Quatrieme_Proces/43492060
27548,tt13357124,gokushufudou-2021,La_Voie_du_tablier/44311401
27559,tt8190688,valley-of-tears,Valley_Of_Tears/39758918
27588,tt8610212,the-gloaming,The_Gloaming/41085920
27602,tt11252090,the-hardy-boys-2020,The_Hardy_Boys/43586038
27625,tt13302848,inside-pixar,Les_Coulisses_de_Pixar/43451360
27630,tt13464340,alien-worlds,Les_Mondes_extraterrestres/43608383
27642,tt13492374,the-ripper,Sur_la_piste_de_l_eventreur_du_Yorkshire/43527462
27645,tt13323626,the-bite,The_Bite/43286023
27650,tt13487106,the-surgeons-cut,Chirurgiens_d_exception/43511621
27780,tt11612120,sweet-home-kr,Sweet_Home/43647337
27787,tt13273826,amazing-rumor,Demon_Catchers/43486294
27789,tt13394544,city-couples-way-of-love,Lovestruck_in_the_City/43758156
27798,tt13696152,lol-qui-rit-sort,LOL_Qui_rit_sort/44544323
27836,tt8160890,craig-ross-jrs-monogamy,Craig_Ross_Jr_s_Monogamy/44264482
27886,tt11443824,ssssdynazenon,SSSS_Dynazenon/42237315
27893,tt13617060,history-of-swear-words,L_Histoire_des_gros_mots/43668282
27944,tt9467164,haechi,Haechi/38823420
27964,tt13649314,irma-vep,Irma_Vep/43702518
27965,tt8290414,cryptid,Cryptid/43189682
27966,tt11895154,the-secrets-she-keeps,The_Secrets_She_Keeps/43805865
27971,tt13650480,marvel-studios-legends,Les_Legendes_des_Studios_Marvel/43707202
27976,tt13651632,night-stalker-the-hunt-for-a-serial-killer,Le_Traqueur_de_la_nuit_Chasse_a_l_homme_en_Californie/43727023
27982,tt11418330,masantonio-sezione-scomparsi,Masantonio_Bureau_des_disparus/44106836
27994,tt13649692,surviving-death,Survivre_a_la_mort/43792261
28013,tt13617024,headspace-guide-to-meditation,Le_guide_Headspace_de_la_meditation/43799232
28018,tt9165438,gabbys-dollhouse,Gabby_et_la_maison_magique/43806841
28020,tt10505762,the-sounds,The_Sounds/43067358
28032,tt11649104,the-pembrokeshire-murders,The_Pembrokeshire_Murders/41188220
28077,tt13129190,sk-2020,SK8_the_Infinity/43215364
28085,tt13248076,wonder-egg-priority,Wonder_Egg_Priority/43324817
28107,tt10687266,izzys-koala-world,Izzy_et_les_koalas/43318035
28174,tt13823494,pistol,Pistol/43807075
28210,tt13837672,crime-scene-the-vanishing-at-the-cecil-hotel,Scene_de_Crime_La_Disparue_du_Cecil_Hotel/43817007
28212,tt13789092,spycraft,L_Art_de_l_espionnage/43812941
28216,tt8810204,mocro-maffia,Mocro_Maffia/37906369
28217,tt13660962,bling-empire,L_Empire_du_Bling/43811247
28235,tt8540808,why-are-you-like-this,Why_Are_You_Like_This/44368866
28247,tt10483610,capitani,Capitani/40606280
28270,tt11847842,the-tourist,The_Tourist/43821298
28274,tt11052470,move-to-heaven,Move_To_Heaven/44661279
28293,tt13356646,solos,Solos/43825183
28301,tt13973320,amend-the-fight-for-america,Le_Droit_d_etre_americain_Histoire_d_un_combat/43826592
28314,tt13702252,caid,Caid/43999801
28316,tt10639680,frieden,Le_prix_de_la_paix/43528687
28324,tt14288298,fluide,Fluide/44519522
28360,tt3695104,en-passant-pecho,En_passant_pecho/17109250
28389,tt13087512,last-chance-u-basketball,Last_Chance_U_Basketball/44130153
28403,tt14069590,dota-dragons-blood,DOTA_Dragon_s_Blood/44079401
28412,tt13406036,anne-boleyn,Anne_Boleyn/44620900
28413,tt14199566,6-x-confinees,6_x_confine_e_s/44138175
28425,tt14057360,the-lost-pirate-kingdom,Dans_le_sillage_des_pirates/44331249
28448,tt14066198,oussekine,Oussekine/44073901
28484,tt14094206,assembled,Marvel_Studios_Rassemblement/44071873
28486,tt12711158,demi-lovato-dancing-with-the-devil,Demi_Lovato_Dancing_With_The_Devil/44465690
28504,tt14449470,fbi-international,FBI_International/44480889
28527,tt10893694,the-irregulars,Les_Irreguliers_de_Baker_Street/44136899
28533,tt12369754,staged,Staged/42405159
28540,tt11717010,fall-river,Fall_River/44853262
28547,tt10540276,snabba-cash,Snabba_Cash/44159332
28562,tt11937816,quien-mato-a-sara,Qui_a_tue_Sara/44330446
28571,tt14164238,haunted-latin-america,L_irreel_Incroyable_temoignages_d_Amerique_latine/44525771
28579,tt13715448,sisyphus-the-myth,Sisyphus_The_Myth/43732846
28580,tt13196080,tokyo-revengers,Tokyo_Revengers/43753477
28605,tt12415634,mars-red,Mars_Red/43753451
28607,tt13758670,combatants-will-be-dispatched,Les_combattants_seront_deployes/43801565
28608,tt14022814,joran-the-princess-of-snow-and-blood,Joran_The_Princess_of_Snow_and_Blood/44325050
28611,tt10068932,backstrom-2020,Commandant_Baeckstroem/44450968
28620,tt12063450,to-your-eternity,To_Your_Eternity/41753209
28671,tt14664414,young-royals,Young_Royals/44861155
28686,tt14315542,sexify,Sexify/44489893
28727,tt14223858,this-is-a-robbery-the-worlds-biggest-art-heist,Vol_au_musee_Le_plus_grand_cambriolage_de_l_histoire_de_l_ar/44527311
28763,tt14035948,sasquatch,Sasquatch/44698678
28787,tt13614172,baraki,Baraki/44573556
28794,tt14267526,my-love-six-stories-of-true-love,Mon_amour_En_six_histoires/44489881
28797,tt4302062,paradise-city-2020,Paradise_City/43817777
28818,tt13433812,vincenzo,Vincenzo/43800795
28834,tt11053426,attenboroughs-life-in-colour,La_Vie_en_couleurs_avec_David_Attenborough/44521256
28849,tt12693148,the-hunt-for-a-killer-2020,The_Hunt_for_a_Killer/44872878
28850,tt14318406,headspace-guide-to-sleep,Le_guide_Headspace_du_sommeil/44751650
28858,tt13618148,koikimo,Koikimo/43753447
28877,tt13851958,vivy-fluorite-eyes-song,Vivy_Fluorite_Eye_s_Song/43811318
28885,tt13221420,burning-kabaddi,Burning_Kabaddi/43753456
28913,tt12285778,super-cub,Super_Cub/43811319
28951,tt13156316,the-sons-of-sam-a-descent-into-darkness,Les_Fils_de_Sam_l_horreur_sans_fin/44692001
28952,tt14055432,the-crime-of-the-century,The_Crime_of_The_Century/44827923
29066,tt14492910,money-explained,L_argent_en_bref/44827924
29067,tt14540468,high-on-the-hog-2021,La_Part_du_lion_comment_la_cuisine_afro_americaine_a_change/44828490
29080,tt8824648,girl-from-nowhere-the-series,Girl_from_Nowhere/36231425
29111,tt14482414,racket-boys,Racket_Boys/44860104
29112,tt13885302,navillera,Navillera/44036833
29125,tt11808942,schmigadoon,Schmigadoon/44760282
29133,tt5835180,plan-b,Plan_B/25130867
29212,tt13107070,the-pact-2021,The_Pact/44860131
29236,tt11337862,film/89424-friends-the-reunion,film/Friends_The_Reunion/41392456
29243,tt11952974,the-surrealtor,Surreal_Estate/41445210
29244,tt13371760,le-somnambuliste,Le_Somnambuliste/44861748
29247,tt5598192,before-we-die,Before_We_Die/44862815
29283,tt11992370,delete-me,Delete_Me/44117538
